Jam,V L1,V L2,V L3,V Avg,I L1,I L2,I L3,I Avg,KW L1,KW L2,KW L3,KW AVG,KVA L1,KVA L2,KVA L3,KVA AVG,FREQ,PF,kWH
9/17/2023 9:27:52,398.31,395.93,392.17,395.47,593.85,599.63,569.45,587.64,131.96,133.67,124.46,390.08,135.48,137.7,129.29,402.47,50,0.97,6792196.747
9/17/2023 9:57:52,395.89,393.22,389.6,392.89,682.05,682.36,649.43,671.28,150.08,150.56,140.56,441.2,154.7,155.65,146.43,456.77,50.08,0.97,6792409.15
9/17/2023 10:35:9,392.21,389.6,385.91,389.24,744.95,746.57,712.55,734.35,162.1,163.12,152.52,477.74,167.17,168.72,159.21,498.29,50.07,0.96,6792687.702
9/17/2023 11:5:9,394.88,391.74,388.24,391.62,418.72,420.94,412.93,417.53,93.97,95.14,92.11,281.17,94.63,95.79,92.61,283.04,50.03,1.01,6792859.227
9/17/2023 11:35:10,389.46,387.63,383.05,386.71,707.7,714.99,682.93,700.81,154.34,156.82,146.94,458.09,157.61,160.31,151.54,469.46,49.87,0.98,6793027.043
9/17/2023 12:5:10,390.84,388.71,384.02,387.85,712.24,721.46,694.45,709.38,155.91,156.57,146.92,456.77,156.65,160.09,151.58,468.33,50.01,0.98,6793253.361
9/17/2023 12:35:10,390.67,388.15,383.91,387.58,717.64,716.99,687.51,707.38,157.69,158.62,149.1,465.41,160.16,160.99,152.72,473.88,50.05,0.98,6793479.191
9/17/2023 13:5:11,388.5,386.21,381.87,385.53,753.48,739.56,717.02,736.69,163.68,161.96,154.47,480.58,168.05,165.84,158.82,492.7,49.99,0.98,6793715.925
9/17/2023 13:35:11,389.08,387.37,383.01,386.81,829.39,824.14,789.66,814.4,179.84,179.73,169.08,528.65,184.84,185.29,175.18,545.3,50.21,0.97,6793966.889
9/17/2023 14:5:11,385.23,384.1,378.93,382.75,927.66,918.99,881.02,909.22,196.09,195.88,183.9,575.86,204.38,204.36,193.76,602.49,49.94,0.96,6794241.487
9/17/2023 14:35:12,387.79,385.7,381.12,384.87,832.92,843.85,814.53,830.43,178.95,183.01,172.65,534.6,183.05,187.03,178.5,548.58,50.26,0.97,6794520.688
9/17/2023 15:5:12,385.55,383.21,377.93,382.23,802.04,767.33,761.18,776.85,171.05,165.35,162.28,498.68,176.89,170.62,166.61,514.12,50.01,0.97,6794782.186
9/17/2023 15:35:12,385.63,383.32,377.8,382.25,717.06,683.4,691.57,697.34,153.38,148.48,148.08,449.94,157.67,151.79,150.8,460.26,49.88,0.97,6795013.408
9/17/2023 16:5:14,302.26,99.63,106.4,108.46,314.49,49.9,0.99,6795171.344,392.1,391.64,390.49,391.41,438.18,467.29,477.58,461.01,98.02,105.15,106.63
9/17/2023 16:25:31,391.51,391.66,390.95,391.38,657.33,688.86,693.43,679.87,143.57,151.64,151.17,446.38,148.42,155.41,157.06,460.88,49.94,0.97,6795330.799
9/17/2023 16:55:32,393.25,391,390.3,391.52,295.63,349.79,338.7,328.04,63.32,76.12,74.75,214.19,66.91,79.35,76.17,222.43,50.01,1.04,6795498.188
9/17/2023 17:25:32,392.53,391.69,390.14,391.45,226.83,255.72,277.72,253.42,49.6,57.18,60.87,167.64,51.23,57.99,62.6,171.64,50,0.98,6795595.777
9/17/2023 17:55:33,392.35,392.02,390.22,391.53,217.18,241.35,268.44,242.33,46.92,53.59,58.8,159.31,49.09,54.59,60.65,164.34,50,0.97,6795679.816
9/17/2023 18:25:33,392.65,390.93,390.29,391.29,309.64,353.09,361.93,341.55,66,76.46,75.98,218.44,69.98,79.97,81.52,231.47,50,0.94,6795775.443
9/17/2023 18:55:33,392.57,391.21,381.17,388.32,335.43,340.04,331.02,335.5,71.19,73.47,70.84,215.51,74.68,77.53,73.47,225.68,50.19,1.05,6795869.131
9/17/2023 19:25:34,399.89,397.31,388.43,395.21,229.05,262.03,240.17,243.75,51.01,59.4,51.61,162.02,51.93,60.47,54.12,166.52,50.18,0.97,6795952.143
9/17/2023 19:55:34,388.76,385.68,376.2,383.54,232.85,270.05,239.01,247.34,50.86,59.96,50.32,161.14,51.36,60.87,52.26,164.49,50.08,0.98,6796031.519
9/17/2023 20:25:34,388.72,385.89,376.19,383.6,223.2,249.27,228.28,233.58,48.64,55.36,48.26,152.25,49.15,56.18,49.86,155.19,49.85,0.98,6796107.209
9/17/2023 21:58:26,393.26,392.03,391.78,392.36,265.07,307.28,263.79,278.71,28.05,40.95,39.14,108.13,60.15,69.84,59.62,189.61,49.94,1.43,6796341.631
9/17/2023 22:28:27,393.95,388.81,378.27,387.01,184.09,218.84,204.34,202.42,40.1,48.93,43.07,132.1,40.97,49.96,44.84,135.78,49.99,0.97,6796404.847
9/17/2023 22:58:27,391.5,387.14,378.77,385.8,179.69,219.59,203.8,201.02,39.2,48.93,43.21,131.34,39.93,49.75,44.73,134.47,50.08,0.98,6796468.396
9/17/2023 23:28:28,399.43,394.51,387.79,393.91,331.55,348.36,306.94,328.95,42.74,51.23,48.64,142.61,75.3,80.43,68.83,224.56,50.06,1.36,6796531.291
9/17/2023 23:58:28,395.09,390.15,383.45,389.54,175.96,215.78,201.44,197.73,38.67,48.34,42.74,129.75,39.55,49.24,44.67,133.46,50.09,0.97,6796604.589
9/18/2023 0:28:28,395.25,390.42,383.85,389.84,163.05,200.34,185.71,182.96,35.5,44.49,38.73,118.72,36.67,45.71,41.2,123.58,49.99,0.96,6796670.039
9/18/2023 0:58:29,398.2,393.16,386.45,392.6,166.21,204.35,192.06,187.54,36.47,45.75,40.36,122.58,37.72,47.03,42.94,127.69,50.1,0.96,6796731.513
9/18/2023 1:28:29,392.18,387.25,380.69,386.71,156.88,189.47,182.17,176.18,34.05,41.89,38.54,114.47,35.04,42.95,40.13,118.13,50.02,0.97,6796791.874
9/18/2023 1:58:30,392.57,388.06,381.58,387.4,318.65,341.97,305.26,321.96,38.88,47.34,46.18,132.41,71.27,77.52,67.49,216.28,50.06,1.39,6796851.995
9/18/2023 2:28:30,402.22,397.32,387.83,395.79,319.05,354.69,314.71,329.27,43.45,52.66,51.14,147.26,72.61,82.5,70.79,225.9,50.04,1.35,6796921.651
9/18/2023 2:58:30,392.47,388.43,378.26,386.39,326.58,356.07,319.26,333.97,42.61,51.35,49.4,143.36,72.47,80.99,70.14,223.61,49.99,1.36,6796993.983
9/18/2023 3:28:31,401.49,397.13,389.45,396.04,327.62,346.91,305.91,326.81,42.74,51.69,47.39,141.82,74.73,80.56,69.03,224.32,50.08,1.37,6797065.307
9/18/2023 3:58:31,394.18,389.68,383.31,389.06,325.67,365.01,315.66,335.45,39.3,51.28,50.13,140.71,73.05,83.21,70.09,226.36,50.1,1.38,6797138.061
9/18/2023 4:28:31,396.54,392.14,386.55,391.74,325.41,343.88,307.01,325.43,45.71,53.72,50.69,150.11,73.52,78.7,68.63,220.85,50.02,1.32,6797210.058
9/18/2023 4:58:32,392.03,388.02,381.69,387.24,329.2,349.52,317.41,332.04,44.48,51.49,50.86,146.83,73.47,79.21,70.06,222.67,50.04,1.34,6797283.35
9/18/2023 5:28:32,384.65,381.46,375.21,380.44,635.79,637.45,593.45,622.23,138.87,140.9,128.26,408.04,139.4,141.6,129.09,410.09,50.17,1,6797392.794
9/18/2023 5:58:32,373.43,370.77,363.8,369.33,708.71,706.97,649.2,688.29,150.3,151.79,136.28,438.37,150.7,152.6,137.13,440.21,50.1,1,6797607.162
9/18/2023 6:28:33,371.34,368.59,361.31,367.08,752.93,754.29,700.37,737.44,158.87,160.87,145.8,465.54,159.63,162.17,147.19,468.99,50.11,0.99,6797823.295
9/18/2023 6:58:33,380.99,378.09,371.73,376.94,711.61,698.71,667.23,692.51,153.25,152.15,142.4,447.8,154.56,153.73,143.91,452.25,50.15,0.99,6798048.928
9/18/2023 7:28:33,389.34,385.9,381.02,385.42,770.55,764.24,720.96,751.92,169.43,168.86,156.41,494.7,171.46,171.47,159.11,502.05,50.07,0.99,6798273.827
9/18/2023 7:58:34,389.58,386.38,381.33,385.76,798.73,795.78,749.08,781.2,175.56,175.62,162.1,513.28,179.01,179.84,166.56,525.42,50.16,0.98,6798523.948
9/18/2023 8:28:34,384.82,381.91,376.68,381.15,682.51,683.96,648.19,671.55,149.39,151.13,140.58,441.1,150.07,151.86,141.49,443.41,49.95,0.99,6798762.475
9/18/2023 8:58:35,384.01,381.49,375.47,380.33,578.94,570.37,571.66,573.66,125.36,125.08,123.55,374,126.87,126.56,124.47,377.9,50.09,1.01,6798990.319
9/18/2023 9:28:35,388.53,385.81,380.04,384.8,629.73,605.06,586.69,606.96,138.46,134.94,128.54,401.94,139.63,135.76,129.28,404.67,49.95,1.01,6799187
9/18/2023 9:58:35,381.58,379.03,373.3,377.97,963.8,962.17,892.65,939.54,207.63,207.7,188.67,604,209.71,211.41,192.45,613.57,49.91,0.98,6799454.958
9/18/2023 10:28:36,385.53,384.99,380.77,383.76,995.65,1009.27,972.95,992.62,216.09,220.46,208.51,645.19,220.35,224.59,214.97,659.91,50.01,0.98,6799772.421
9/18/2023 10:58:36,381.89,380.8,376.7,379.8,1156.08,1152.2,1111.48,1139.92,246.73,246.81,234.14,727.68,253.37,253.69,242.95,750.01,50.05,0.97,6800125.048
9/18/2023 11:28:36,381.73,380.22,376.36,379.99,921.44,928.74,880.18,910.12,200.46,202.58,188.93,591.97,202.07,204.7,192.29,599.07,50.02,0.99,6800447.569
9/18/2023 18:55:33,392.79,389.37,385.78,389.31,342.9,358,340.65,347.19,54.08,61,58.55,173.64,77.04,81.07,75.95,234.06,50.02,1.26,6803404.395
9/18/2023 19:25:33,393.78,390.33,386.6,390.24,341.94,352.68,334.1,342.91,47.42,55.05,52.4,154.87,77.01,80.12,74.67,231.8,50.14,1.33,6803487.293
9/18/2023 19:38:23,394.07,390.63,386.97,390.56,344.82,357.23,341.86,347.97,54.45,60.71,58.18,173.35,77.74,81.19,76.46,235.62,50.2,1.26,6803523.447
9/18/2023 19:38:49,394.02,390.59,386.82,390.48,347.2,361.45,345.13,351.26,54.08,60.67,58.23,172.99,78.25,82.2,77.15,237.6,50.19,1.27,6803524.645
9/18/2023 19:40:0,393.7,390.33,386.84,390.29,354.27,359.03,343.01,352.1,56.77,62.29,58,177.07,79.85,81.64,76.67,238.16,50.1,1.26,6803528.076
9/18/2023 19:40:54,393.64,390.3,386.4,390.11,340.73,364.34,350.32,351.8,54.16,61.32,60.82,176.31,76.82,82.86,78.26,237.94,50.07,1.26,6803530.713
9/18/2023 19:41:29,393.82,390.36,386.6,390.26,338.98,364.67,348.79,350.81,53.31,61.11,60.55,174.96,76.4,82.87,77.95,237.22,50.1,1.26,6803532.461
9/18/2023 19:43:39,393.81,390.47,386.62,390.3,332.7,359.44,347.52,346.55,53.3,59.87,60.68,173.86,74.96,81.67,77.73,234.36,50.09,1.26,6803538.756
9/18/2023 19:45:54,394.27,390.89,387.08,390.75,334.82,356.96,343.75,345.17,52.03,57.63,58.19,167.85,75.51,81.19,76.97,233.65,50.17,1.28,6803545.267
9/18/2023 19:46:42,394.36,391.01,387.17,390.81,339.82,357.59,341.48,346.3,52.27,58.56,57.26,168.09,76.87,81.41,76.28,234.56,50.18,1.28,6803547.485
9/18/2023 19:47:5,394.31,390.84,387.01,390.72,339.08,362.28,341.22,347.52,50.51,58.52,56.9,165.93,76.44,82.46,76.33,235.23,50.15,1.29,6803548.547
9/18/2023 19:47:55,394.14,390.72,386.93,390.6,339.91,360.17,341.25,347.11,52.07,59.96,57.72,169.75,76.58,81.98,76.31,234.87,50.14,1.28,6803550.915
9/18/2023 19:48:29,82.67,394.31,390.86,386.98,335.4,363.2,342.51,59.17,57.94,167.48,75.67,82.58,76.71,234.95,50.15,1.29,6803552.503,394.25,390.81
9/18/2023 19:49:21,394.35,390.83,387.14,390.78,338.7,363.96,341.39,348.02,51.09,60.35,58.1,169.54,76.33,82.92,76.49,235.75,50.16,1.28,6803554.938
9/18/2023 19:50:1,394.24,390.83,387.12,390.73,342.97,361.36,344.69,349.67,54.4,61.58,59.44,175.42,77.34,82.23,77.15,236.72,50.16,1.26,6803556.84
9/18/2023 19:51:46,394.2,390.89,387.07,390.72,342.5,358.71,347.69,349.63,54.64,59.95,59.46,174.05,77.24,81.62,77.77,236.63,50.14,1.26,6803561.849
9/18/2023 19:52:54,394.3,390.81,387.07,390.73,343.82,361.89,341.95,349.22,54.91,62.29,59.43,176.63,77.53,82.34,76.49,236.36,50.15,1.25,6803565.19
9/18/2023 19:54:13,394.28,390.86,386.99,390.71,339.02,362.17,346.36,349.18,53.63,60.66,59.99,174.28,76.4,82.35,77.41,236.16,50.13,1.26,6803569.03
9/18/2023 20:24:13,394.27,390.96,387.44,390.89,320.96,340.62,326.25,329.28,44.81,52.11,51.65,148.57,72.43,77.45,72.98,222.86,49.84,1.33,6803647.177
9/18/2023 20:54:14,394.93,391.35,388.3,391.52,338.35,341.88,331.31,337.18,48.95,53.63,51.48,154.06,76.53,77.92,74.36,228.81,49.96,1.33,6803726.006
9/18/2023 21:3:17,395.65,392.13,388.81,392.2,336.71,347.76,337.79,340.69,50.99,54.79,55.14,160.92,76.22,79.37,75.91,231.46,50.16,1.3,6803749.224
9/18/2023 21:3:22,395.66,392.15,388.77,392.19,336.06,347.96,337.79,340.6,50.85,54.78,55.13,160.76,76.1,79.4,75.82,231.32,50.16,1.31,6803749.402
9/18/2023 21:4:1,395.58,392.05,388.76,392.13,338.16,346.03,334.36,339.51,51.64,55.61,54.82,162.07,76.57,78.94,75.09,230.59,50.15,1.3,6803751.148
9/18/2023 21:5:19,395.38,391.78,388.46,391.88,338.37,349.31,337.64,341.77,51.64,56,55.34,162.98,76.58,79.59,75.72,231.89,50.08,1.3,6803754.715
9/18/2023 21:5:52,395.59,391.92,388.63,392.05,333.29,346.93,333.31,337.85,50.83,56.03,55.18,162.04,75.53,79.18,74.8,229.51,50.13,1.29,6803756.196
9/18/2023 21:6:7,395.43,391.78,388.58,391.93,336.55,343.96,329.89,336.8,52.07,56.77,54.62,163.45,76.16,78.42,74.03,228.61,50.13,1.29,6803756.917
9/18/2023 21:6:26,395.49,391.86,388.7,392.02,337.01,344.45,330.44,337.3,52.19,56.85,54.67,163.7,76.31,78.56,74.21,229.08,50.14,1.29,6803757.779
9/18/2023 21:36:27,396.15,392.76,389.34,392.75,329.37,346.3,338.73,338.13,50.43,54.47,55.6,160.5,74.67,79.1,76.18,229.95,50.12,1.3,6803836.101
9/18/2023 22:6:27,396.72,393,389.7,393.14,312.54,343.37,323.52,326.51,43.31,51.08,51.99,146.38,70.99,78.51,72.77,222.24,50.04,1.34,6803914.168
9/18/2023 22:36:27,391.99,388.66,384.64,388.43,325.8,355.2,333.07,338.02,45.77,52.86,53.56,152.19,72.99,80.34,74.09,227.42,50.14,1.33,6803990.578
9/18/2023 23:6:27,391.73,388.3,384.82,388.28,323.01,338.9,324.21,328.71,45.43,50.58,49.99,146,72.4,76.57,72.09,221.06,49.95,1.34,6804065.609
9/18/2023 23:36:28,387.82,384.68,379.51,384,335,362.31,336.44,344.58,46.22,54.56,52.71,153.49,74.13,81.27,73.94,229.35,49.92,1.33,6804140.404
9/19/2023 0:6:29,386.85,383.68,378.42,382.98,339.81,363,339.37,347.4,47.32,53.94,51.72,152.98,75.01,81.14,74.35,230.5,49.92,1.34,6804214.49
9/19/2023 0:29:58,389.16,385.97,381.04,385.39,345.8,357.59,343.53,348.97,48.15,52.13,50.57,150.86,76.88,80.47,75.76,233.12,50.12,1.35,6804272.246
9/19/2023 0:30:36,389.03,385.88,380.79,385.23,340.63,358.46,343.78,347.62,46.06,51.17,50.46,147.69,75.61,80.52,75.71,231.84,50.13,1.36,6804273.808
9/19/2023 0:30:54,389.22,386.02,380.99,385.41,340.1,357.38,342.13,346.53,45.56,50.89,49.92,146.37,75.59,80.38,75.44,231.42,50.15,1.37,6804274.582
9/19/2023 0:31:59,388.75,385.51,380.25,384.83,332.2,359.4,337.26,342.95,44.11,50.94,50.49,145.53,73.71,80.76,74.25,228.72,50.08,1.36,6804277.218
9/19/2023 0:32:52,389.53,386.43,381.1,385.69,330.46,360.47,345.15,345.41,44.45,49.77,51.59,145.8,73.5,81.14,76.15,230.72,50.12,1.37,6804279.397
9/19/2023 0:33:11,389.3,386.16,380.81,385.42,331.11,359.71,344.61,345.11,44.42,49.64,51.28,145.33,73.54,80.95,75.95,230.42,50.11,1.37,6804280.163
9/19/2023 0:33:21,389.38,386.23,380.9,385.5,331.64,359.45,344.77,345.29,44.62,49.66,51.28,145.56,73.68,80.96,76.01,230.65,50.11,1.37,6804280.526
9/19/2023 0:33:56,389.11,385.95,380.52,385.19,325.19,357.62,341.58,341.46,44.82,50.58,52.61,148.01,72.19,80.41,75.25,227.85,50.13,1.35,6804281.949
9/19/2023 1:3:56,395.05,391.73,385.88,390.88,326.02,367.7,345.06,346.26,42.78,50.97,52.24,145.99,73.46,83.99,77.16,234.62,50.06,1.38,6804355.805
9/19/2023 1:33:56,396.61,393.15,387.51,392.39,327.1,363.11,344.41,344.87,45.74,52.51,53.26,151.51,73.98,83.18,77.3,234.46,50.12,1.35,6804429.409
9/19/2023 2:3:57,397.75,394.43,389.08,393.75,331.45,362.61,346.45,346.84,45.07,50.63,51.42,147.12,75.25,83.33,78.04,236.62,50.1,1.38,6804504.401
9/19/2023 2:33:57,397.66,394.03,388.9,393.53,325.66,358.57,337.47,340.57,43.73,50.96,50.76,145.45,73.92,82.37,75.95,232.24,50,1.37,6804576.686
9/19/2023 3:3:57,397.47,393.96,388.49,393.3,316.68,366.1,337.02,339.93,40.26,49.77,51.3,141.34,71.77,84.09,75.8,231.66,50.05,1.39,6804648.25
9/19/2023 3:33:58,398.25,395.26,389.61,394.37,343.16,367.99,350.76,353.97,40.47,47.72,46.36,134.55,78.01,84.78,79.24,242.03,50.16,1.44,6804719.44
9/19/2023 4:3:58,397.94,394.96,389.1,394,328.53,370.03,342.9,347.15,42.4,51.37,51.04,144.81,74.59,85.21,77.29,237.09,49.98,1.39,6804790.531
9/19/2023 4:33:58,399.31,396.75,390.56,395.54,330.66,374.03,356.04,353.58,46.99,52.08,55.49,154.56,75.29,86.47,80.55,242.3,50.14,1.36,6804863.4
9/19/2023 5:3:59,394.45,391.97,386.2,390.87,382.51,405.02,378.43,388.65,76.7,82.91,75.83,235.45,86.45,92.4,84.82,263.51,50.03,1.11,6804943.112
9/19/2023 5:33:59,389.18,386.61,381.12,385.78,593.89,597.34,568.84,586.69,131.16,132.89,123.82,387.88,131.99,134.3,125.68,391.96,50.13,0.99,6805093.763
9/19/2023 6:3:59,386.23,383.83,378.76,382.94,759.3,764.04,711.94,745.09,165.73,167.4,152.34,485.48,167.76,170.37,156.45,494.58,49.94,0.98,6805294.523
9/19/2023 6:34:0,384.79,382.68,376.75,381.4,768.11,765.99,727.41,753.84,166.69,167.78,155.8,490.27,168.85,170.44,159.72,499.01,50.08,0.98,6805536.009
9/19/2023 7:4:0,392.33,389.66,384.34,388.78,592.32,590.95,570.78,584.69,131.46,132.71,125.35,389.52,132.86,133.96,127.19,394.02,50.11,0.99,6805754.1
9/19/2023 7:34:0,394.66,391.16,387.35,391.06,542.78,542.3,524.61,536.56,121.25,122.36,116.1,359.71,122.58,123.33,117.5,363.4,50,1.01,6805931.651
9/19/2023 8:4:0,392.32,388.75,385.51,388.86,722.61,711.21,681.96,705.26,160.16,158.25,149.1,467.51,162.34,160.48,151.95,474.78,49.99,0.98,6806136.16
9/19/2023 8:34:1,395.04,391.51,388.34,391.62,569.44,555.06,539.38,554.63,127.51,125.21,119.75,372.47,128.95,126.4,121.2,376.56,49.92,1.01,6806333.964
9/19/2023 9:4:1,392.34,389.13,385.69,389.05,582.77,563.94,559.73,568.81,129.85,126.52,123.78,380.15,130.98,127.5,124.89,383.38,49.93,1.01,6806518.486
9/19/2023 9:34:1,387.64,385.07,381.49,384.73,1003.42,981.85,939.9,975.06,217.59,213.25,200.84,631.68,223.05,219.28,207.68,650.01,49.91,0.97,6806729.262
9/19/2023 10:4:2,379.01,376.25,373.75,376.33,1091.66,1090.29,1021.25,1067.73,232.23,230.43,211.98,674.65,237.56,237.65,220.71,695.92,49.95,0.97,6807054.352
9/19/2023 10:34:2,381.87,379.27,376.27,379.14,825.78,800.58,797.43,807.93,179.3,174.79,171.58,525.67,180.72,175.71,173.45,529.88,49.87,0.99,6807329.941
9/19/2023 11:4:2,393.37,390.24,387.43,390.35,469.11,470.95,495.05,478.37,100.74,99.92,106.6,307.27,105.83,106.77,110.83,323.43,50,1.05,6807568.816
9/19/2023 11:34:3,393.8,390.8,388.06,390.88,490.56,482.55,494.81,489.31,105.91,104.37,107.3,317.58,110.86,109.39,110.67,330.91,50.14,1.04,6807733.5
9/19/2023 12:4:3,387.38,385.24,381.86,384.82,792.02,764.58,770.5,775.7,174.96,170.15,169.23,514.34,175.75,170.4,169.34,515.49,50.14,0.99,6807917.652
9/19/2023 12:34:3,381.41,379.22,375.66,378.76,800.43,786.77,782.44,789.88,174.2,172.52,169.13,515.85,176.74,174.7,171.95,523.39,50.06,0.99,6808176.405
9/19/2023 13:4:4,383.8,381.32,378.04,381.05,743.87,723.6,716.31,727.93,162.83,159.48,155.57,477.88,163.61,159.94,156.61,480.15,49.89,0.99,6808428.905
9/19/2023 13:34:4,389.43,386.99,384.06,386.83,844.04,820.44,800.87,821.78,186.5,181.97,175.29,543.77,188.24,184.08,178.03,550.35,50.17,0.99,6808684.536
9/19/2023 14:4:4,380.9,378.78,375.37,378.35,825.79,803.31,797.19,808.76,178.35,174.7,170.82,523.86,180.17,176.26,173.23,529.66,49.92,0.99,6808940.655
9/19/2023 14:34:4,384.24,381.73,378.61,381.51,789.44,775.44,771.74,778.87,172.56,170.57,167.32,510.45,174.17,171.68,168.85,514.7,50.19,0.99,6809201.464
9/19/2023 15:4:5,391.24,388.74,384.77,388.25,822.76,791.33,773.05,795.71,182.04,175.99,169.67,527.7,184.41,178.5,172.36,535.27,50.01,0.99,6809462.532
9/19/2023 15:34:5,396.18,392.46,388.25,392.3,397.09,416.4,424.64,412.71,78.48,81.96,86.85,247.3,89.95,95.14,95.32,280.41,49.88,1.12,6809694.489
9/19/2023 16:4:5,398.1,394.09,390.58,394.26,436.46,452.66,423.21,437.44,87.93,95.36,89.52,272.81,99.33,103.56,95.42,298.3,50.14,1.09,6809818.288
9/19/2023 16:34:6,398.27,394.24,390.14,394.21,369.88,399.45,397.41,389.14,67.01,71.89,77.13,216.03,84.35,91.78,89.66,265.89,50.13,1.19,6809929.578
9/19/2023 17:4:6,400.87,396.72,392.75,396.78,353.52,379.53,371.71,368.25,59.74,66.86,69.55,196.16,81.04,87.34,83.85,252.22,50.24,1.23,6810033.144
9/19/2023 17:34:6,401.61,397.22,393.89,397.57,344.64,358.58,350.29,351.17,54.26,59.17,60.49,173.91,79.2,82.98,79.78,241.96,49.87,1.28,6810127.656
9/19/2023 18:4:7,402.67,398.31,394.96,398.68,364.45,371.63,365.31,367.13,67.97,70.8,71.14,209.92,83.78,86.23,83.19,253.2,49.98,1.17,6810218.944
9/19/2023 18:34:7,397.7,393.31,388.99,393.33,250.55,286.73,276.18,271.15,51.33,60.81,59.09,171.23,56.94,65.74,61.93,184.61,49.86,1.07,6810316.456
9/19/2023 19:4:7,396.34,392.7,388.15,392.4,256.96,293.92,268.35,273.08,52.24,62.26,57.47,171.97,58.17,67.24,60.24,185.65,50.18,1.07,6810403.123
9/19/2023 19:34:8,392.02,388.36,384.44,388.27,250.48,283.47,256,263.63,49.48,58.97,53.91,162.36,56.19,64.26,56.89,177.37,50.09,1.08,6810486.089
9/19/2023 20:4:8,392.5,388.8,385.04,388.78,268.23,304.96,273.36,282.18,54.95,65.26,58.59,178.8,60.26,69.33,60.83,190.42,50.04,1.06,6810570.032
9/19/2023 20:34:8,393.75,389.99,386.25,390,241.43,274.76,253.48,256.56,47.79,56.76,53.41,157.96,54.38,62.41,56.56,173.36,50.12,1.09,6810653
9/19/2023 21:4:9,390.37,386.84,381.87,386.36,244.25,274.74,239.53,252.84,45.66,55.55,49.06,150.27,54.09,61.92,52.84,168.84,50.06,1.11,6810728.777
9/19/2023 21:34:9,388.33,384.84,378.86,384.01,256.89,279.22,248.53,261.55,44.89,52.64,47.22,144.75,56.89,62.59,54.43,173.91,50.07,1.17,6810800.232
9/19/2023 22:4:9,390.47,386.76,381.59,386.27,262.95,274.15,239.76,258.95,45.84,52.75,45.22,143.82,58.56,61.84,52.97,173.38,50.15,1.17,6810870.338
9/19/2023 22:34:10,391.61,387.9,382.55,387.35,253.84,267.22,246.87,255.97,44.01,49.09,46.01,139.15,56.74,60.47,54.63,171.84,50.08,1.19,6810939.819
9/19/2023 23:4:10,392.45,389.01,383.59,388.35,255.06,270.44,247.34,257.61,44.08,50.35,46.47,140.9,57.02,61.13,54.84,172.99,50.17,1.19,6811009.494
9/19/2023 23:34:10,394.7,391.58,386.06,390.75,268.02,279.49,250.55,266.02,47.72,54.14,47.51,149.36,60.35,63.74,55.95,180.04,50.13,1.17,6811079.454
9/20/2023 0:4:10,390.48,387.34,381.89,386.57,249.81,266.03,243.15,252.99,42.16,48.71,44.71,135.58,55.63,59.94,53.6,169.68,50.13,1.2,6811150.191
9/20/2023 0:34:11,396.28,394.42,388.82,393.17,250.08,270.33,251.7,257.37,40.71,47.68,44.48,132.87,56.56,62,56.74,175.3,50.12,1.24,6811219.543
9/20/2023 1:4:11,393.23,391.49,385.75,390.16,258.07,276.82,259.26,264.72,42.1,48.38,45.59,136.07,57.98,63.02,57.98,178.99,50.12,1.24,6811288.482
9/20/2023 1:34:11,394.43,392.19,386.93,391.18,258.38,274.16,250.17,260.9,44.53,51.19,45.59,141.31,58.23,62.55,56.08,176.86,50.01,1.2,6811358.096
9/20/2023 2:4:12,395.81,393.79,388.29,392.63,247.73,269.87,259.61,259.07,41.46,46.32,46.38,134.16,56.05,61.8,58.42,176.27,50.06,1.24,6811426.306
9/20/2023 2:34:12,397.19,394.89,389.28,393.76,247.05,277.29,252.81,259.05,39.04,48.6,45.26,132.9,55.98,63.69,57.07,176.74,50.17,1.25,6811495.397
9/20/2023 3:4:12,396.51,394.21,388.74,393.26,245.16,272.07,251.5,256.25,41.78,49.86,46.77,138.4,55.55,62.43,56.67,174.65,50.04,1.21,6811562.939
9/20/2023 3:34:13,398.18,395.41,390.27,394.62,246.29,278.2,248.12,257.54,39.17,50.29,45.12,134.48,55.94,64.01,56.06,176.02,50.11,1.24,6811630.673
9/20/2023 4:4:13,399.44,396.94,391.86,396.08,249.41,277.68,254.7,260.6,42.55,51.66,47.71,141.8,56.92,64.05,57.77,178.75,50.21,1.21,6811699.373
9/20/2023 4:34:13,398.74,396.01,390.96,395.25,248.48,281.11,261.06,263.55,41.56,50.88,48.52,140.96,56.6,64.81,59.1,180.51,50.05,1.22,6811768.252
9/20/2023 5:4:14,399.28,396.75,391.76,395.93,255.77,278.68,263.8,266.08,44.8,51.42,49.47,145.53,58.38,64.3,59.7,182.39,50.21,1.2,6811838.571
9/20/2023 5:34:14,391.32,389.5,384.18,388.34,574.92,589.05,551.13,571.7,124.8,128.49,116.55,369.83,128.99,133.34,122.9,385.23,50.03,0.96,6811926.237
9/20/2023 6:4:14,390.13,388.44,382.82,387.13,557.99,574.96,541.14,558.03,121.74,126.43,115.57,363.74,124.44,129.7,120.19,374.34,50.1,0.97,6812111.614
9/20/2023 6:34:15,388.77,386.96,381.26,385.66,659.72,695.44,652.33,669.16,142.01,151.1,136.22,429.33,146.58,156.42,144.39,447.39,50.16,0.96,6812308.714
9/20/2023 7:4:15,394.51,392.43,387.25,391.4,555.28,583.24,561.47,566.66,121.92,129.93,120.89,372.74,124.63,132.21,125.39,382.23,50.2,0.97,6812511.287
